OBJECTID,TRACT,BLKGRP,GEOID,GID,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,ASTHMA,CARDIO,MNTL_HLTH,OBESITY,INSURANCE,POP_UNDER,HOMEOWNR,OVERALL,LOW_UTC,POS_UTC,TRACT_1,TRACT_2,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
39,001402,2,110010014022,56,55.32,62.28326953,49.82,56.06572136,7.06612263,13.28367081,88.88,88.82,55.04,61.93,10.77,12.12,10.74,12.09,23.01,25.89,5.82,6.55,1.09,1.23,1.04,1.17,4.32,4.86,0.06,0.06450357,0,0,55.04,61.97,10.62,11.96,12.77,14.37,2.15,2.42,0.12,0.14,21.01,23.66,20.89,23.52,0,0,0.06,0.06,61.61,69.36500788,-6.57,-7.39500788,1.50474366,2.4903964,30.24575452,0.20410116,13.90575081,7.9,5.4,7.4,18.7,4.5,0.10344828,15.2,9.21144444,38.03,14.37,11001001402,11001001402,UTC_BlockGroupPly2010_2020_56,{BD6863DF-8652-4616-99E0-0529B1908BD9},0,0
40,001402,3,110010014023,57,24.6,50.24509804,22.15,45.24101307,3.7377451,8.74183007,48.96,48.96,26.62,54.37,4.02,8.22,8.05,16.44,18.32,37.41,4.84,9.89,1.61,3.29,0.87,1.78,2.94,6.01,0,0.00151417,0,0,26.62,54.37,4.01,8.19,6.5,13.29,2.5,5.1,0,0,15.84,32.34,15.83,32.34,0,0,0,0,26.43,53.98284314,0.19,0.38715686,3.88879021,5.10916621,30.35310726,0.61651219,9.58390924,7.9,5.4,7.4,18.7,4.5,0.15517241,15.2,9.3125041,45.63,13.29,11001001402,11001001402,UTC_BlockGroupPly2010_2020_57,{A113F3C8-CD84-41AA-A486-83061DA9A73C},0,0
41,002101,1,110010021011,46,11.51,25.47587428,14.99,33.17839752,2.38427177,-5.31825147,45.18,45.18,13.29,29.42,6.24,13.81,8.99,19.89,25.57,56.59,6.68,14.79,1.08,2.4,1.51,3.33,7.31,16.18,0,0,0.08,0.18,13.29,29.42,6.13,13.57,8.74,19.34,2.61,5.77,0.09,0.2,23.15,51.24,22.98,50.86,0.08,0.18,0,0,12.59,27.86631253,0.7,1.55368747,2.05806774,5.76638836,32.90606756,8.89654121,0,10.6,4.7,12.3,29.3,13.3,0.28340675,11.4,10.98645454,70.58,19.34,11001002101,11001002101,UTC_BlockGroupPly2010_2020_46,{7ED77069-EF4A-4182-AA7A-A2F45E1ACC88},0,0
42,001001,1,110010010011,89,21.36,31.13702624,24.67,35.96209913,2.62390671,-2.20116618,68.6,68.6,23.49,34.24,6.96,10.15,14.9,21.72,38.15,55.61,7.62,11.1,8.71,12.69,2.4,3.5,4.52,6.59,0,0,0,0,23.49,34.24,6.89,10.05,18.04,26.3,11.15,16.25,0.03,0.05,27.07,39.46,27.04,39.41,0,0,0,0,23.16,33.76093294,0.33,0.47906706,2.94033311,16.24916,31.03658019,0,9.1381945,8,3.4,7.8,17,3.7,0.01802885,20.5,9.99687933,65.76,26.3,11001001001,11001001001,UTC_BlockGroupPly2010_2020_89,{8F1DD0EA-00A2-4C3B-8428-989E2E6EF865},0,0
43,002600,2,110010026002,136,222.65,66.78765336,243.19,72.04562287,2.65250337,-2.60546614,339.53,335.69,233.01,68.63,38.02,11.2,23.89,7.04,64.57,19.02,17.62,5.19,6.04,1.78,4.16,1.23,12.85,3.79,3.85,1.13249813,0.09,0.03,233.01,69.41,31.85,9.49,42.08,12.53,10.23,3.05,6.12,1.82,60.61,18.05,54.4,16.21,0.09,0.03,3.85,1.15,233.93,69.68631773,-0.92,-0.27631773,2.1059689,3.12706465,30.3908624,0.00736518,8.1399193,8.5,4.5,7.1,21.9,4.4,0.06922498,19.3,8.94730756,30.59,12.53,11001002600,11001002600,UTC_BlockGroupPly2010_2020_136,{3536867C-0570-4A83-84C3-16C4BDF6142F},0,0
44,002102,1,110010021021,110,9.86,23.89723703,13.09,31.72564227,4.36257877,-3.46582647,41.26,41.26,11.77,28.52,6.5,15.76,8.01,19.41,22.99,55.72,7.31,17.73,0,0,1.36,3.3,6.31,15.29,0,0,0,0,11.77,28.52,6.49,15.73,7.86,19.06,1.37,3.33,0,0,21.63,52.43,21.63,52.43,0,0,0,0,11.66,28.2598158,0.11,0.2601842,7.21258007,3.32867598,32.9366959,0.26537429,0.86091002,10.2,4.9,9.9,28.1,8.5,0.11707746,21.6,10.55346418,71.48,19.06,11001002102,11001002102,UTC_BlockGroupPly2010_2020_110,{CBB7C1DA-B95B-4499-B047-9E590D37BC6E},0,0
45,001100,3,110010011003,100,20.13,50.97493036,19.1,48.36667511,4.96328184,7.5715371,39.49,39.49,21.39,54.18,4.36,11.03,6.51,16.47,13.74,34.79,4.18,10.57,0.39,0.99,0.59,1.49,2.08,5.26,0,0,0,0,21.39,54.18,4.33,10.96,5.31,13.46,0.99,2.5,0.02,0.05,12.78,32.36,12.76,32.31,0,0,0,0,22.09,55.93821221,-0.7,-1.75821221,3.11575235,2.49545774,31.00714765,0.00428602,11.42632056,7.7,4.2,7.1,17.6,3.5,0.10876133,18,9.22261212,45.82,13.46,11001001100,11001001100,UTC_BlockGroupPly2010_2020_100,{FFA6642A-1E26-46CD-8115-790E47720E56},0,0
46,001301,2,110010013012,36,92.81,68.97807507,80.49,59.82162765,2.25602447,11.41247188,134.55,134.46,91.91,68.3,17.43,12.96,11.8,8.77,25.11,18.67,7.61,5.66,0,0,0.57,0.42,5.13,3.81,0.1,0.07125607,0,0,91.91,68.35,17.32,12.88,17.9,13.31,0.58,0.43,0.1,0.08,24.65,18.33,24.55,18.26,0,0,0.1,0.07,95.76,71.21820616,-3.85,-2.86820616,2.29903747,1.20619438,29.84310756,0.37283057,13.31070429,7.9,3.1,7.4,16.2,3.7,0.06775956,10.8,8.58166637,31.65,13.31,11001001301,11001001301,UTC_BlockGroupPly2010_2020_36,{8F4A8F89-DD7B-49CA-867E-F523DA9F0A9D},0,0
47,001100,4,110010011004,101,51.47,33.44814141,51.1,33.20769431,0.53288277,0.77332987,153.88,153.88,50.63,32.9,40.43,26.27,22.45,14.59,61.87,40.21,17.49,11.37,2.65,1.72,6.21,4.04,13.07,8.49,0,0,0.96,0.62,50.63,32.9,33.95,22.06,42.63,27.7,8.69,5.64,6.45,4.19,60.62,39.4,53.23,34.59,0.95,0.62,0,0,52.29,33.98102417,-1.66,-1.08102417,1.22259705,5.64498016,30.62978349,18.94755001,10.94582788,7.7,4.2,7.1,17.6,3.5,0.07040704,18,10.22909062,67.1,27.7,11001001100,11001001100,UTC_BlockGroupPly2010_2020_101,{21540181-3FB2-45FE-90E6-A7D368AD111B},0,0
48,002102,6,110010021026,115,4.68,16.01094766,7.17,24.52959288,3.96169256,-4.55695267,29.23,29.23,7.15,24.44,2.63,8.99,7.55,25.83,19.41,66.39,5.14,17.57,0.47,1.61,1.16,3.96,5.09,17.41,0,0,0.05,0.18,7.15,24.44,2.58,8.83,4.19,14.33,1.61,5.5,0.04,0.14,17.9,61.22,17.8,60.9,0.05,0.18,0,0,5.84,19.97947314,1.31,4.46052686,3.36338626,5.50457096,32.64710396,0.6225781,0,10.2,4.9,9.9,28.1,8.5,0.33664596,21.6,10.61982645,75.56,14.33,11001002102,11001002102,UTC_BlockGroupPly2010_2020_115,{9C9FF9B0-0927-4D3F-AF98-CC8C62B16A82},0,0
49,002102,4,110010021024,113,6.03,19.17938931,7.5,23.85496183,2.3150463,-2.36052622,31.44,31.44,7.12,22.63,5.29,16.82,6.85,21.77,19.04,60.54,5.21,16.56,0.72,2.3,1.3,4.14,4.96,15.77,0,0,0,0,7.12,22.63,3.02,9.6,5.05,16.06,2.03,6.47,2.26,7.19,19.27,61.3,17.01,54.12,0,0,0,0,6.76,21.50127226,0.36,1.12872774,3.61076159,6.46581749,32.93594954,3.89581822,0,10.2,4.9,9.9,28.1,8.5,0.23887079,21.6,10.7491092,77.37,16.06,11001002102,11001002102,UTC_BlockGroupPly2010_2020_113,{3997B054-FF6C-41FB-ADC4-A310F667094A},0,0
50,002102,3,110010021023,112,4.35,17.94554455,5.7,23.51485149,1.41062548,-4.15868145,24.24,24.24,4.99,20.58,2.72,11.24,6.63,27.36,16.52,68.18,4.3,17.74,0.42,1.72,1.21,5,3.96,16.36,0,0,0,0,4.99,20.58,2.72,11.21,4.35,17.95,1.63,6.74,0,0,14.9,61.46,14.9,61.46,0,0,0,0,4.69,19.34818482,0.3,1.23181518,4.29808766,6.74136917,33.11558867,0,0,10.2,4.9,9.9,28.1,8.5,0.27882257,21.6,10.81056979,79.42,17.95,11001002102,11001002102,UTC_BlockGroupPly2010_2020_112,{80A9F7D6-CED5-4E8B-9B55-2B5996617E1A},0,0
51,002102,2,110010021022,111,6.38,19.26328502,8.49,25.63405797,5.46497585,-0.9057971,33.12,33.12,8.75,26.43,4.69,14.17,7.3,22.04,19.67,59.4,5.8,17.51,0.81,2.46,1.29,3.9,4.47,13.48,0,0,0,0,8.75,26.43,4.49,13.57,6.6,19.94,2.11,6.37,0.19,0.59,17.76,53.63,17.57,53.04,0,0,0,0,8.19,24.72826087,0.56,1.70173913,6.42441196,6.37460259,33.07656493,0.01319648,0,10.2,4.9,9.9,28.1,8.5,0.2409201,21.6,10.78352123,73.57,19.94,11001002102,11001002102,UTC_BlockGroupPly2010_2020_111,{B3563724-AF18-40AF-9FC9-F092E69FDCBF},0,0
52,002101,2,110010021012,47,3.34,15.81439394,4.46,21.11742424,0.85227273,-4.45075758,21.12,21.12,3.67,17.35,1.39,6.59,6.34,30.02,16.07,76.06,3.28,15.52,1.14,5.39,1.22,5.75,4.09,19.37,0,0,0,0,3.67,17.35,1.39,6.58,3.75,17.73,2.36,11.15,0,0,13.71,64.91,13.71,64.91,0,0,0,0,3.52,16.66666667,0.15,0.68333333,3.61790327,11.15133234,32.59263554,0.00911027,0,10.6,4.7,12.3,29.3,13.3,0.49702381,11.4,11.24591292,82.65,17.73,11001002101,11001002101,UTC_BlockGroupPly2010_2020_47,{90E48EBF-C364-4EE4-9D56-EB6D71858294},0,0
53,002101,5,110010021015,50,4.43,21.77974435,5.58,27.43362832,-2.85152409,-8.50540806,20.34,20.34,4.39,21.56,1.55,7.62,5.11,25.1,14.33,70.46,3.74,18.4,0.46,2.26,1.03,5.05,4,19.64,0,0,0.07,0.36,4.39,21.56,1.54,7.59,3.04,14.93,1.49,7.34,0,0,12.92,63.51,12.85,63.15,0.07,0.36,0,0,3.85,18.92822026,0.54,2.63177974,4.08816222,7.3451285,32.98931281,0.38989455,0,10.6,4.7,12.3,29.3,13.3,0.1516184,11.4,10.72530149,78.44,14.93,11001002101,11001002101,UTC_BlockGroupPly2010_2020_50,{90CC4FFA-3747-4ACB-9BB3-B919820A4453},0,0
54,009508,2,110010095082,350,9.68,15.68373299,11.97,19.39403759,4.87353252,1.16322792,61.73,61.73,12.83,20.79,13.28,21.52,12.18,19.73,35.61,57.69,9.94,16.1,0.11,0.17,1.22,1.98,12.16,19.7,0,0,0,0,12.83,20.79,13.27,21.5,14.62,23.68,1.35,2.18,0,0,34.28,55.53,34.28,55.53,0,0,0,0,12.69,20.55726551,0.14,0.23273449,16.96579476,2.17923489,32.82980547,0.20413542,0,10.8,6.5,10.9,30.7,8.8,0.22539313,18.2,11.24950003,79.21,23.68,11001009508,11001009508,UTC_BlockGroupPly2010_2020_350,{D7206F58-B804-40E1-B450-64EDD7684831},0,0
55,009508,1,110010095081,415,33.12,29.17804599,38.78,34.1643908,5.05960045,0.07325563,113.51,113.51,34.24,30.17,18.15,15.99,11.59,10.21,60.32,53.14,10.72,9.44,15.92,14.02,5.14,4.53,16.96,14.94,0,0,0.8,0.71,34.24,30.17,18.12,15.96,39.19,34.53,21.08,18.57,0.01,0.01,40.08,35.31,39.27,34.59,0.8,0.71,0,0,38.87,34.24367897,-4.63,-4.07367897,5.72218226,18.57243932,32.54474264,5.63929523,12.51975419,10.8,6.5,10.9,30.7,8.8,0.31942789,18.2,12.35351524,69.83,34.53,11001009508,11001009508,UTC_BlockGroupPly2010_2020_415,{54302A14-0CF0-4443-8DA8-73977A7D515B},0,0
56,001001,5,110010010015,93,39.79,54.49192002,44.15,60.46288688,6.9433032,0.97233635,73.02,73.02,42.98,58.86,12.62,17.28,7.64,10.46,17.43,23.87,6.26,8.57,0,0,0.85,1.16,2.68,3.67,0,0,0,0,42.98,58.86,11.81,16.18,12.69,17.38,0.87,1.2,0.78,1.06,17.36,23.77,16.58,22.7,0,0,0,0,44.86,61.43522323,-1.88,-2.57522323,3.56823506,1.19661001,30.4459141,0.00575807,17.37453368,8,3.4,7.8,17,3.7,0.00926999,20.5,9.33794915,41.14,17.38,11001001001,11001001001,UTC_BlockGroupPly2010_2020_93,{F021B603-D07A-42F1-BC90-DDFCBD13FAAD},0,0
57,002002,3,110010020023,45,22.7,25.225025,35.57,39.52661407,3.43371486,-10.86787421,89.99,89.99,28.98,32.2,16.74,18.6,17.02,18.91,44.26,49.18,11.7,13,1.53,1.7,2.59,2.88,11.42,12.69,0,0,0.01,0.01,28.98,32.2,15.94,17.71,20.08,22.32,4.14,4.6,0.76,0.84,40.93,45.48,40.16,44.63,0.01,0.01,0,0,25.79,28.65873986,3.19,3.54126014,9.95520417,4.60408482,32.65066234,0.75415471,0.81955664,10.2,5,10.9,28.2,9.7,0.19482048,20.8,10.83577722,67.8,22.32,11001002002,11001002002,UTC_BlockGroupPly2010_2020_45,{3A040C54-3925-43AC-814E-C995CDFED00E},0,0
58,002002,1,110010020021,43,26.11,30.76107446,35.3,41.58812441,0.45579443,-10.37125552,84.88,84.88,30.08,35.44,13.87,16.35,14.82,17.47,40.93,48.22,12.85,15.14,2.44,2.87,2.87,3.38,7.94,9.35,0,0,0,0,30.08,35.44,13.19,15.53,18.5,21.8,5.31,6.26,0.65,0.76,36.3,42.77,35.65,42,0,0,0,0,26.5,31.22054665,3.58,4.21945335,6.13579815,6.2611869,31.97596762,0.06040751,2.30489884,10.2,5,10.9,28.2,9.7,0.05462822,20.8,10.50230079,64.56,21.8,11001002002,11001002002,UTC_BlockGroupPly2010_2020_43,{C4DFD29E-A780-4235-BB01-6CD791A0E28E},0,0
59,009508,3,110010095083,351,13.25,23.37272888,14.82,26.14217675,2.21400132,-0.55544656,56.68,56.68,14.12,24.91,15.26,26.93,8.95,15.8,27.3,48.16,8.6,15.17,3.03,5.34,1.79,3.15,4.93,8.7,0,0,0,0,14.12,24.91,15.26,26.92,20.08,35.42,4.82,8.5,0,0,22.49,39.67,22.49,39.67,0,0,0,0,14.5,25.58221595,-0.38,-0.67221595,11.47572404,8.50445759,32.7964032,5.33478701,0.67863811,10.8,6.5,10.9,30.7,8.8,0.59015025,18.2,12.06448864,75.09,35.42,11001009508,11001009508,UTC_BlockGroupPly2010_2020_351,{FC0F0614-F705-43E5-AB4F-EA61AEF23F7E},0,0
60,002101,3,110010021013,48,6.25,19.20712969,8.68,26.67486171,1.91183742,-5.5558946,32.53,32.53,8.34,25.65,4.37,13.44,8.23,25.3,19.82,60.92,4.18,12.83,0,0,0.75,2.3,6.67,20.49,0,0,0,0,8.34,25.65,4.37,13.42,5.12,15.73,0.75,2.31,0,0,19.07,58.62,19.07,58.62,0,0,0,0,6.87,21.11896711,1.47,4.53103289,6.61909453,2.3122926,32.59398357,0,0,10.6,4.7,12.3,29.3,13.3,0.20671835,11.4,10.59186194,74.35,15.73,11001002101,11001002101,UTC_BlockGroupPly2010_2020_48,{40C2BC8D-DB7F-4298-9C47-0387C47B6BBC},0,0
61,002101,4,110010021014,49,6.13,20.87874659,7.88,26.83923706,-0.98773842,-6.94822888,29.35,29.35,6.68,22.75,3.02,10.3,7.18,24.45,19.64,66.92,4.87,16.6,1.38,4.7,1.2,4.1,5.01,17.07,0,0,0.01,0.03,6.68,22.75,1.97,6.72,4.56,15.52,2.58,8.8,1.04,3.55,18.12,61.72,17.07,58.14,0.01,0.03,0,0,5.84,19.89778535,0.84,2.85221465,1.7690147,8.80402376,32.97700405,4.27992115,0,10.6,4.7,12.3,29.3,13.3,0.03872437,11.4,10.6817868,77.25,15.52,11001002101,11001002101,UTC_BlockGroupPly2010_2020_49,{CEAF3F9D-D630-4DE0-802C-F626684AE4EC},0,0
62,001001,2,110010010012,90,49.73,40.60586266,58.94,48.12607169,5.36899038,-2.15121865,122.47,122.47,54.87,44.8,15.52,12.67,21.93,17.91,52.08,42.53,14.63,11.95,2.58,2.1,3.03,2.48,9.9,8.09,0,0,0,0,54.87,44.8,15.37,12.55,21.05,17.18,5.68,4.63,0.08,0.07,46.55,38.01,46.47,37.94,0,0,0,0,56.31,45.97860701,-1.44,-1.17860701,4.06778997,4.63380599,30.98154773,0.01204381,12.17903373,8,3.4,7.8,17,3.7,0.13527851,20.5,9.61234368,55.2,17.18,11001001001,11001001001,UTC_BlockGroupPly2010_2020_90,{CBB2A32B-6903-40FA-A76B-8D6CA6EFE993},0,0
63,001301,3,110010013013,37,22.89,42.74509804,18.51,34.56582633,6.99351286,15.17278457,53.55,53.55,25.41,47.46,8.39,15.67,8.47,15.83,19.74,36.87,4.76,8.9,1.53,2.85,0.93,1.74,4.04,7.55,0,0.00507584,0,0,25.41,47.46,7.65,14.28,10.15,18.95,2.5,4.67,0.7,1.31,17.99,33.59,17.28,32.28,0,0,0,0.01,26.64,49.74789916,-1.23,-2.28789916,2.71542116,4.86690837,31.25489158,0.90584984,18.36384383,7.9,3.1,7.4,16.2,3.7,0.0538358,10.8,9.57224293,52.54,18.95,11001001301,11001001301,UTC_BlockGroupPly2010_2020_37,{A02870CC-5C64-4715-83F2-A54F598054AC},0,0
64,002102,5,110010021025,114,4.46,22.20009955,5.79,28.82030861,1.75408371,-4.86612534,20.09,20.09,5.21,25.96,2.6,12.96,4.78,23.8,12.27,61.08,3.35,16.66,0.2,0.99,0.68,3.4,3.26,16.23,0,0,0,0,5.21,25.96,2.45,12.18,3.33,16.58,0.88,4.41,0.15,0.76,11.54,57.46,11.39,56.71,0,0,0,0,4.81,23.94225983,0.4,2.01774017,5.51498623,4.40460115,32.48972045,0.01324314,0,10.2,4.9,9.9,28.1,8.5,0.14096186,21.6,10.41537273,74.04,16.58,11001002102,11001002102,UTC_BlockGroupPly2010_2020_114,{C65CC4CA-1CEF-4FF5-A3FB-EDD114AC119F},0,0
65,001200,1,110010012001,31,24.53,51.51196976,21.97,46.13607728,7.349853,12.72574549,47.62,47.62,26.2,55.02,5.82,12.22,7.39,15.53,15.6,32.76,4.64,9.75,0.2,0.42,0.91,1.92,2.45,5.14,0,0,0,0,26.2,55.02,5.72,12,6.81,14.3,1.1,2.3,0.08,0.17,14.61,30.67,14.53,30.5,0,0,0,0,28.03,58.86182276,-1.83,-3.84182276,2.05030786,2.29981321,30.80683239,0,13.25968168,8,3.1,7.8,17,3.9,0.11184211,11.5,9.06455217,44.98,14.3,11001001200,11001001200,UTC_BlockGroupPly2010_2020_31,{3553C7FF-2DD5-49ED-9FDC-941375B7D513},0,0
66,009503,1,110010095031,406,57.22,34.56775207,60.49,36.53439633,6.99469129,5.02804703,165.59,165.47,64.02,38.66,46.59,28.14,18.19,10.99,54.85,33.13,16.34,9.87,2.52,1.52,2.97,1.79,14.82,8.95,0.12,0.0714808,0,0,64.02,38.69,41.19,24.89,46.71,28.23,5.53,3.34,5.37,3.25,54.73,33.08,49.36,29.83,0,0,0.12,0.07,68.79,41.57249048,-4.77,-2.88249048,7.32545074,3.60321315,30.92057944,0.56049835,10.07938596,9.7,5.6,8.2,26.2,5.7,0.0665362,28.2,10.6041832,61.31,28.23,11001009503,11001009503,UTC_BlockGroupPly2010_2020_406,{8EA01EB2-06CA-418A-BA2F-A8BFC22C93D2},0,0
67,009501,1,110010095011,403,63.81,46.76095559,67.8,49.68488934,3.19141489,0.26748114,136.47,136.47,64.16,47.02,24.13,17.68,10.37,7.6,48.16,35.29,10.94,8.02,8.36,6.13,3.04,2.22,15.45,11.32,0,0,0.02,0.02,64.16,47.02,20.44,14.98,30.23,22.15,9.79,7.17,3.66,2.68,42.08,30.83,38.39,28.13,0.02,0.02,0,0,68.17,49.95237048,-4.01,-2.93237048,4.3241007,7.17193156,31.69483549,2.66009022,8.15026782,11.2,3.9,15.5,26.4,11.5,0.47907276,10,11.07169003,52.98,22.15,11001009501,11001009501,UTC_BlockGroupPly2010_2020_403,{DFB0C4B3-9DEA-4330-BF93-555289393958},0,0
68,009509,1,110010095091,352,8.55,19.39655172,10.29,23.34392015,6.73774955,2.79038113,44.08,44.08,11.85,26.87,9.7,22,7.27,16.49,22.53,51.12,6.67,15.13,0.63,1.42,0.74,1.69,7.22,16.39,0,0,0,0.01,11.85,26.87,9.68,21.97,11.07,25.11,1.39,3.14,0,0,21.17,48.02,21.16,48.01,0,0.01,0,0,11.52,26.13430127,0.33,0.73569873,15.48037699,3.14207274,33.34894439,0,0,10.3,5.6,9.4,28.3,7.8,0.10469592,42.3,11.44560022,73.13,25.11,11001009509,11001009509,UTC_BlockGroupPly2010_2020_352,{21E44AF8-0A38-42FF-BB7B-6B03765E7D82},0,0
69,002202,1,110010022021,119,35.91,29.54096742,45.05,37.08124125,6.95652373,-0.5837501,121.57,121.57,40.13,33.01,50.17,41.27,9.16,7.53,31.15,25.62,13.3,10.94,0.95,0.78,2.06,1.7,5.67,4.67,0,0,0.12,0.1,40.13,33.01,50.14,41.24,53.17,43.73,3.03,2.49,0.02,0.01,28.28,23.26,28.13,23.14,0.12,0.1,0,0,44.37,36.49749116,-4.24,-3.48749116,1.96598954,2.48970925,32.01404137,0,12.01262284,10.6,5,11.9,30.6,11.3,0.35233751,10,11.51416858,66.99,43.73,11001002202,11001002202,UTC_BlockGroupPly2010_2020_119,{6FEA1957-EDE7-46E7-BFAA-61FD82AF86C3},0,0
70,002202,3,110010022023,121,4.87,18.76685934,6.64,25.58766859,0.96339114,-5.85741811,25.95,25.95,5.84,22.5,2.34,9.01,7.16,27.61,17.77,68.49,4.68,18.05,0,0,0.72,2.78,5.2,20.05,0,0,0,0,5.84,22.5,2.32,8.94,3.05,11.75,0.73,2.81,0.01,0.03,17.06,65.75,17.05,65.72,0,0,0,0,5.12,19.73025048,0.72,2.76974952,2.45859146,2.81290673,32.56230881,0.00904745,0,10.6,5,11.9,30.6,11.3,0.11713287,10,10.23786487,77.5,11.75,11001002202,11001002202,UTC_BlockGroupPly2010_2020_121,{48A6F48B-53EC-4624-B68F-DDD8397C83DF},0,0
71,002201,1,110010022011,116,8.34,23.35480258,9.62,26.93923271,-3.50042005,-7.08485018,35.71,35.71,8.74,24.48,2.88,8.06,9.78,27.39,24.09,67.46,6.41,17.94,0,0,1.1,3.08,6.8,19.05,0,0,0,0,8.74,24.48,2.88,8.06,3.98,11.15,1.1,3.09,0,0,22.99,64.37,22.99,64.37,0,0,0,0,7.09,19.85438253,1.65,4.62561747,3.28990941,3.09245015,32.71206308,0.02207275,0,9.9,4.9,10.2,28,10,0.1031746,23.2,10.3114964,75.52,11.15,11001002201,11001002201,UTC_BlockGroupPly2010_2020_116,{97EE82D3-1D98-4B97-9E95-FAE99406A924},0,0
72,009509,3,110010095093,354,9.19,14.60352773,9.18,14.58763706,4.6241856,4.64007628,62.93,62.93,12.96,20.59,8.61,13.68,12.61,20.04,41.36,65.72,7.82,12.42,6.63,10.53,1.08,1.72,13.22,21.01,0,0,0.01,0.01,12.96,20.59,8.6,13.67,16.32,25.93,7.71,12.26,0,0,33.66,53.48,33.65,53.47,0.01,0.01,0,0,12.1,19.22771333,0.86,1.36228667,5.73637392,12.25648559,33.19195481,5.45199949,4.84253998,10.3,5.6,9.4,28.3,7.8,0.08161435,42.3,11.86921162,79.41,25.93,11001009509,11001009509,UTC_BlockGroupPly2010_2020_354,{19A69EFD-20F1-4C8C-BFA4-A035B6EA549D},0,0
73,002201,3,110010022013,118,4.19,17.60504202,5.28,22.18487395,-0.71428571,-5.29411765,23.8,23.8,4.82,20.25,1.52,6.39,6.52,27.38,17.46,73.36,4.57,19.19,0.89,3.76,1.07,4.52,4.41,18.52,0,0,0,0,4.82,20.25,1.52,6.37,3.49,14.66,1.97,8.29,0,0,15.49,65.09,15.49,65.09,0,0,0,0,4.02,16.8907563,0.8,3.3592437,1.92415256,8.28633634,32.91385334,0.03042809,0,9.9,4.9,10.2,28,10,0.22406639,23.2,10.72992007,79.75,14.66,11001002201,11001002201,UTC_BlockGroupPly2010_2020_118,{4866817C-CC83-44C0-92ED-A529C7A97F23},0,0
74,001001,3,110010010013,91,46.79,56.56431335,50.06,60.51740812,6.48731282,2.53421804,82.72,82.72,49.65,60.03,12.04,14.56,9.87,11.93,21.02,25.42,7.17,8.66,0,0,0.7,0.85,3.29,3.97,0,0,0,0,49.65,60.03,12.01,14.52,12.74,15.4,0.72,0.87,0.01,0.01,20.33,24.58,20.32,24.57,0,0,0,0,52.15,63.04400387,-2.5,-3.01400387,2.94746136,0.87347212,30.75078767,0,15.39515025,8,3.4,7.8,17,3.7,0.03703704,20.5,9.24259463,39.97,15.4,11001001001,11001001001,UTC_BlockGroupPly2010_2020_91,{4A97F01E-4038-4B40-A1DD-9276D4CC5654},0,0
75,009509,2,110010095092,353,11.15,21.21788773,13.09,24.9096099,6.39391056,2.70218839,52.55,52.55,14.31,27.22,10.85,20.66,8.66,16.48,27.39,52.11,8.19,15.59,0.96,1.83,1.13,2.14,8.45,16.08,0,0,0,0.01,14.31,27.22,10.84,20.63,12.94,24.63,2.1,3.99,0,0,25.3,48.15,25.3,48.14,0,0.01,0,0,14.51,27.61179829,-0.2,-0.39179829,12.35918036,3.99130443,33.46701701,0.04724091,0,10.3,5.6,9.4,28.3,7.8,0.08717435,42.3,11.36909286,72.78,24.63,11001009509,11001009509,UTC_BlockGroupPly2010_2020_353,{1863C494-86D3-4782-B958-83FDA442B891},0,0
76,001200,2,110010012002,32,22.27,50.30494692,19.58,44.22859724,7.2057827,13.28213237,44.27,44.27,24,54.21,6.38,14.41,6.69,15.1,13.89,31.38,3.92,8.86,0.37,0.84,0.57,1.28,2.35,5.3,0,0,0,0,24,54.21,6.34,14.33,7.31,16.51,0.96,2.18,0.01,0.02,12.96,29.28,12.96,29.27,0,0,0,0,25.46,57.51072961,-1.46,-3.30072961,4.03155335,2.17856857,31.28773917,0,16.08349653,8,3.1,7.8,17,3.9,0.04380342,11.5,9.31928779,45.79,16.51,11001001200,11001001200,UTC_BlockGroupPly2010_2020_32,{6D16D0A3-3371-453E-8E86-AA3BB2936BE6},0,0
