OBJECTID,TRACT,BLKGRP,GEOID,GID,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,ASTHMA,CARDIO,MNTL_HLTH,OBESITY,INSURANCE,POP_UNDER,HOMEOWNR,OVERALL,LOW_UTC,POS_UTC,TRACT_1,TRACT_2,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
364,006802,1,110010068021,203,4.34,16.53333333,5.23,19.92380952,7.42857143,4.03809524,26.25,26.25,5.78,22,2.8,10.68,6.51,24.8,17.67,67.32,5.12,19.51,0.59,2.23,0.88,3.36,4.57,17.42,0,0,0,0,5.78,22,2.48,9.46,3.97,15.13,1.49,5.67,0.3,1.14,16.5,62.87,16.2,61.73,0,0,0,0,6.29,23.96190476,-0.51,-1.96190476,2.33355584,5.66883279,32.27492203,1.11796396,0,8.9,3.2,8.5,22.7,5.2,0.06206089,10.9,9.47304046,78,15.13,11001006802,11001006802,UTC_BlockGroupPly2010_2020_203,{B64FB89F-70D6-4ADF-9364-31689F00D96C},0,0
365,009907,2,110010099072,422,31.76,39.27290713,33.35,41.2390256,1.39730432,-0.56881415,80.87,80.87,33.01,40.81,22.88,28.29,8.34,10.32,24.99,30.9,6.62,8.18,3.12,3.86,3.06,3.78,3.85,4.76,0,0,0,0,33.01,40.81,22.82,28.22,29.03,35.89,6.2,7.67,0.03,0.04,18.84,23.3,18.8,23.25,0,0,0,0,32.89,40.67021145,0.12,0.13978855,7.43770071,7.67044193,31.15007611,3.23156396,19.00006041,13.3,6.1,17.1,38.6,13.3,0.57905337,13,12.90899188,59.19,35.89,11001009907,11001009907,UTC_BlockGroupPly2010_2020_422,{0F4D232F-0437-44BB-AD42-4BDAD326FC01},0,0
366,009905,2,110010099052,418,11.59,33.14269374,12.83,36.68859022,3.90704897,0.36115249,34.98,34.98,13.65,39.04,5.99,17.13,4.67,13.35,15.33,43.83,4.93,14.08,0.42,1.2,1.05,2.99,4.27,12.21,0,0,0,0,13.65,39.04,5.98,17.11,7.45,21.31,1.47,4.2,0,0.01,13.87,39.65,13.86,39.64,0,0,0,0,12.96,37.04974271,0.69,1.99025729,7.88324783,4.20422684,31.4525945,0.00347608,4.49965524,12.9,6.1,15.8,37.1,13,0.4,17.8,11.5799819,60.96,21.31,11001009905,11001009905,UTC_BlockGroupPly2010_2020_418,{BF88B66D-032A-4CF9-8499-030E2B4CF9FC},0,0
367,006500,2,110010065002,188,18.08,20.86073613,26.12,30.13730241,10.62651436,1.34994808,86.67,86.67,24.11,27.81,10.03,11.57,16.03,18.5,52.54,60.62,16.38,18.9,3.83,4.42,3.95,4.56,12.34,14.24,0,0,0,0,24.11,27.81,7.93,9.15,15.33,17.69,7.4,8.54,1.87,2.15,47.24,54.5,45.37,52.35,0,0,0,0,27.29,31.48725049,-3.18,-3.67725049,0.65732514,8.53712761,32.70543469,2.46659766,3.97989316,8.2,2.8,8.3,18.6,3.9,0.18888889,9.1,9.65567315,72.19,17.69,11001006500,11001006500,UTC_BlockGroupPly2010_2020_188,{B91D6322-E217-4C88-9944-4C04543E6826},0,0
368,007000,2,110010070002,209,9.2,15.37947175,14.97,25.02507523,8.39184219,-1.25376128,59.82,59.82,12.82,21.43,6.56,10.96,15.83,26.47,40.43,67.6,12.85,21.48,1.52,2.53,4.64,7.75,5.6,9.36,0,0,0.01,0.01,12.82,21.43,3.86,6.46,9.57,16,5.71,9.55,2.53,4.23,37.42,62.56,34.88,58.32,0.01,0.01,0,0,14.22,23.77131394,-1.4,-2.34131394,0.40653839,9.54910308,32.36916663,1.75161921,0,8.2,2.4,9.3,18.2,5.7,0.03901895,5.3,9.28463798,78.57,16,11001007000,11001007000,UTC_BlockGroupPly2010_2020_209,{DF418875-CBC9-4CBD-B56A-DFDEF4A026CF},0,0
369,006900,2,110010069002,207,7.33,18.421714,9.63,24.20206082,9.42447851,3.64413169,39.79,39.79,9.02,22.67,2.35,5.9,12.78,32.12,28.43,71.44,7.16,18,0.99,2.49,1.92,4.83,5.57,14,0,0,0,0,9.02,22.67,1.9,4.79,4.82,12.12,2.92,7.33,0.4,1.01,25.95,65.21,25.55,64.2,0,0,0,0,11.08,27.84619251,-2.06,-5.17619251,0.99640732,7.3339339,32.50567977,1.15076602,0,8.4,2.8,8.2,20.3,4.4,0.013267,2.6,9.03392034,77.33,12.12,11001006900,11001006900,UTC_BlockGroupPly2010_2020_207,{C3EFD51D-4860-40CF-9051-9C911FD972C6},0,0
370,006802,2,110010068022,204,9.35,21.44987382,12.04,27.62101399,9.95641202,3.78527185,43.59,43.59,12.89,29.58,4.06,9.32,10.61,24.34,26.63,61.1,7.68,17.61,0.3,0.68,1.25,2.87,6.8,15.6,0,0,0,0,12.89,29.58,3.71,8.51,5.29,12.13,1.58,3.62,0.32,0.74,25.41,58.29,25.09,57.55,0,0,0,0,13.69,31.40628585,-0.8,-1.82628585,1.89839052,3.62004934,32.02242488,0.07261995,0.12163439,8.9,3.2,8.5,22.7,5.2,0.05416424,10.9,9.16339188,70.42,12.13,11001006802,11001006802,UTC_BlockGroupPly2010_2020_204,{645E186F-195C-44DA-892A-18081CD0A050},0,0
371,007000,1,110010070001,208,8.55,19.40095303,12.88,29.226231,12.39659577,2.5713178,44.07,44.07,11.95,27.11,3.01,6.84,11.31,25.66,29.09,66.02,8.57,19.46,1.78,4.03,2.16,4.9,5.27,11.97,0,0,0.01,0.03,11.95,27.11,2.88,6.53,6.95,15.77,4.07,9.24,0,0,25.17,57.12,25.16,57.09,0.01,0.03,0,0,14.01,31.79033356,-2.06,-4.68033356,3.47492915,9.24051892,32.41185856,2.64920995,1.48365804,8.2,2.4,9.3,18.2,5.7,0.06358382,5.3,9.42062277,72.89,15.77,11001007000,11001007000,UTC_BlockGroupPly2010_2020_208,{2B652DAC-68B1-48D0-BB8B-FF3258F04650},0,0
372,009905,3,110010099053,419,3.2,12.45136187,7.36,28.6381323,12.81138628,-3.37538414,25.7,25.7,6.37,24.79,4.49,17.47,4.95,19.27,14.84,57.74,3.49,13.6,1.99,7.73,1.24,4.84,3.16,12.31,0,0,0,0,6.37,24.79,4.48,17.44,7.71,30.01,3.23,12.57,0.01,0.02,11.62,45.2,11.61,45.18,0,0,0,0,6.49,25.25291829,-0.12,-0.46291829,16.60848571,12.56827675,31.83746131,0.00680712,3.18865156,12.9,6.1,15.8,37.1,13,0.62883436,17.8,12.71307288,75.21,30.01,11001009905,11001009905,UTC_BlockGroupPly2010_2020_419,{87484471-1925-44F5-A307-8294A884D686},0,0
373,009901,2,110010099012,357,297.8,65.42610453,312.48,68.65127315,3.39516318,0.16999456,455.17,455.02,297.34,65.32,76.55,16.82,23.12,5.08,81.12,17.82,25.75,5.66,7.64,1.68,4.08,0.9,20.54,4.51,0.15,0.03268158,0.02,0,297.34,65.35,70.09,15.4,81.82,17.98,11.73,2.58,6.4,1.41,75.87,16.67,69.45,15.26,0.02,0,0.15,0.03,313.24,68.84093007,-15.9,-3.49093007,3.21297506,3.15839867,30.16187866,6.33667745,14.40272104,10.5,6.4,9,29.5,6.6,0.15939772,42.5,10.86482713,34.65,17.98,11001009901,11001009901,UTC_BlockGroupPly2010_2020_357,{0489B757-25B1-4522-992D-46E6220A8322},0,0
374,007100,2,110010071002,211,10.28,18.51251576,12.98,23.35792694,9.63216663,4.78675544,55.57,55.57,13.02,23.43,4.63,8.34,14.21,25.57,37.89,68.19,9.4,16.92,2.12,3.81,4.17,7.5,7.99,14.39,0,0,0.02,0.04,13.02,23.43,3.47,6.25,9.81,17.66,6.34,11.41,1.07,1.93,32.74,58.91,31.64,56.94,0.02,0.04,0,0,15.64,28.14468238,-2.62,-4.71468238,5.34504369,11.40696019,32.23124303,4.61727265,0,10.9,4.4,14.3,30.6,9.8,0.48574483,6.2,11.08438801,76.57,17.66,11001007100,11001007100,UTC_BlockGroupPly2010_2020_211,{93678A6C-2BD6-41BD-85C2-5C35ACB3A6A4},0,0
375,010500,1,110010105001,432,11.76,14.3048291,21.55,26.21335604,9.18379759,-2.72472935,82.21,82.21,17.55,21.35,11.95,14.53,14.94,18.18,52.65,64.04,11.35,13.81,13.33,16.21,5.26,6.4,7.77,9.45,0,0,0.06,0.07,17.55,21.35,8.28,10.07,25.34,30.83,17.06,20.75,3.55,4.32,39.32,47.82,35.71,43.43,0.06,0.07,0,0,19.31,23.48862669,-1.76,-2.13862669,6.70530048,20.75084442,32.57792025,10.72078081,0,9.5,3.2,10,24.5,6.7,0.4440173,9.3,11.3346107,78.65,30.83,11001010500,11001010500,UTC_BlockGroupPly2010_2020_432,{6F50925C-2EDD-4FE0-8BE8-256A38A69DC9},0,0
376,009907,1,110010099071,421,5.84,16.92753623,7.18,20.8115942,7.13043478,3.24637681,34.5,34.5,8.46,24.52,9.86,28.58,4.68,13.56,16.19,46.91,4.82,13.96,0.58,1.68,2.08,6.04,4.03,11.67,0,0,0,0,8.46,24.52,7.67,22.23,10.22,29.63,2.55,7.4,2.18,6.33,15.82,45.85,13.64,39.52,0,0,0,0,8.3,24.05797101,0.16,0.46202899,19.58682389,7.40528272,31.31488965,9.63752365,4.96556425,13.3,6.1,17.1,38.6,13.3,0.35714286,13,12.60705226,75.48,29.63,11001009907,11001009907,UTC_BlockGroupPly2010_2020_421,{52235D13-A7FF-43CA-8CA6-1D2EC86FB0BC},0,0
377,007709,1,110010077091,305,48.7,28.59659425,54.15,31.67592863,6.95375704,3.87442265,190.86,171.04,54.88,28.75,59.12,30.98,11.2,5.87,56.97,29.85,26.69,13.99,5.25,2.75,4.83,2.53,9,4.72,19.82,10.38238348,0.07,0.04,54.88,32.09,50.59,29.58,60.65,35.46,10.06,5.88,8.5,4.97,55.51,32.46,46.94,27.44,0.07,0.04,19.82,11.59,60.72,35.50046773,-5.84,-3.41046773,3.17929593,8.2025486,31.71271248,2.18004458,5.94653168,12.2,7.2,14.2,36.6,11.7,0.46159582,12.5,11.9768845,67.91,35.46,11001007709,11001007709,UTC_BlockGroupPly2010_2020_305,{CA4AD2A1-D73D-49E7-82A6-F0E5948F3767},0,0
378,007707,1,110010077071,301,16.36,17.5895065,30.2,32.46962692,15.9122675,1.03214708,93.01,93.01,31.02,33.35,19.93,21.43,12.07,12.98,42.04,45.2,12.04,12.94,4.57,4.91,3.69,3.96,9.67,10.4,0,0,0.02,0.02,31.02,33.35,18.71,20.11,26.97,28.99,8.26,8.88,1.21,1.3,35.02,37.65,33.79,36.33,0.02,0.02,0,0,31.16,33.501774,-0.14,-0.151774,13.04031141,8.88155349,31.74727514,3.67154041,2.52896512,12.1,7.2,13.8,35.3,11.6,0.66688874,18,12.31519778,66.65,28.99,11001007707,11001007707,UTC_BlockGroupPly2010_2020_301,{7E587F4A-2BCA-4B2D-B8C9-15D03912248C},0,0
379,007200,1,110010072001,212,6.74,9.02759175,8.62,11.54567372,-2.53147602,-5.049558,74.66,74.66,5.08,6.8,4.28,5.74,21.02,28.16,65.29,87.46,20.54,27.51,7.26,9.73,6.05,8.1,10.42,13.96,0,0,0,0.01,5.08,6.8,3.59,4.81,16.8,22.5,13.21,17.69,0.58,0.77,52.79,70.7,52.2,69.93,0,0.01,0,0,4.85,6.49611572,0.23,0.30388428,0.41885422,17.68793212,32.5468451,2.91448335,0,8.4,2.1,9,19.7,5.5,0.05763752,0,9.81768278,93.2,22.5,11001007200,11001007200,UTC_BlockGroupPly2010_2020_212,{970FD643-A815-4C55-9E01-740C2BCC8D97},0,0
380,009902,1,110010099021,358,181.71,72.69272313,187.59,75.0450054,1.7511879,-0.60109437,249.97,249.97,182.35,72.95,25.75,10.3,10.8,4.32,41.87,16.75,17.63,7.05,2.6,1.04,2.37,0.95,8.47,3.39,0,0,0,0,182.35,72.95,25.56,10.22,30.65,12.26,5.09,2.04,0.06,0.02,36.96,14.79,36.9,14.76,0,0,0,0,186.08,74.44093291,-3.73,-1.49093291,2.55352145,2.03787552,30.11196273,2.56769868,6.29719502,11.6,7.1,12.3,33.2,10.5,0.3064133,23.5,10.34370911,27.05,12.26,11001009902,11001009902,UTC_BlockGroupPly2010_2020_358,{AD814E3F-4CCF-4A0A-AE52-7F17F16C7387},0,0
381,007707,2,110010077072,302,32.43,28.13882863,40.31,34.97613883,8.71469445,1.87738425,115.25,115.25,39.07,33.9,24.85,21.56,14.99,13.01,51.34,44.54,16.6,14.4,1.88,1.63,3.97,3.45,13.9,12.06,0,0,0,0,39.07,33.9,24.74,21.47,29.91,25.96,5.17,4.48,0.08,0.07,46.27,40.15,46.19,40.08,0,0,0,0,42.47,36.85032538,-3.4,-2.95032538,12.43329749,4.48477507,31.08908334,2.05378831,7.17127739,12.1,7.2,13.8,35.3,11.6,0.28901032,18,11.72995842,66.1,25.96,11001007707,11001007707,UTC_BlockGroupPly2010_2020_302,{237EF32A-1603-49A9-BF4B-9FB7F6571E3E},0,0
382,007200,2,110010072002,213,11.48,4.41148215,19.05,7.29689355,3.61841071,0.73299931,331.03,261.8,21.97,6.64,18.07,5.46,82.24,24.84,219.58,66.33,51.09,15.43,24.38,7.37,32.55,9.83,29.31,8.86,69.22,20.91133783,2.19,0.66,21.97,8.39,13.06,4.99,62.18,23.75,49.12,18.76,4.69,1.79,177.66,67.86,170.78,65.23,2.19,0.84,69.22,26.44,21.06,8.04430863,0.91,0.34569137,0.36602815,19.62442385,32.41148909,3.99046906,0,8.4,2.1,9,19.7,5.5,0.14240218,0,9.98423518,91.61,23.75,11001007200,11001007200,UTC_BlockGroupPly2010_2020_213,{EB26BA9E-017D-41C3-9AE8-E08772939B61},0,0
383,007100,1,110010071001,210,12.2,13.40806682,14.5,15.93231513,1.36890527,-1.15534304,125.15,90.74,12.5,9.99,20.7,16.54,5.87,4.69,57.48,45.93,24.62,19.67,8.95,7.15,3.26,2.61,14.78,11.81,34.41,27.49462444,0.06,0.05,12.5,13.77,20.37,22.45,32.49,35.8,12.12,13.36,0.3,0.33,45.75,50.42,45.39,50.02,0.06,0.07,34.41,37.92,13.45,14.82256998,-0.95,-1.05256998,1.15076678,17.09621847,32.21110967,12.05579718,0,10.9,4.4,14.3,30.6,9.8,0.38543517,6.2,11.73950821,86.23,35.8,11001007100,11001007100,UTC_BlockGroupPly2010_2020_210,{0F41EA7E-B672-4A8A-8622-3263DFC8A6DE},0,0
384,009901,1,110010099011,385,23.59,36.72166874,25.75,40.08405978,5.93088418,2.56849315,64.24,64.22,26.45,41.17,13.65,21.25,8.12,12.64,24.12,37.55,7.79,12.12,1.13,1.76,1.28,2,5.8,9.02,0.02,0.02692815,0,0,26.45,41.18,13.64,21.23,16.06,25.01,2.43,3.78,0.01,0.01,21.71,33.81,21.7,33.8,0,0,0.02,0.03,27.4,42.66583619,-0.95,-1.48583619,8.91628042,4.04003928,30.8864272,0.81065292,14.86938463,10.5,6.4,9,29.5,6.6,0.42655699,42.5,11.79750723,58.82,25.01,11001009901,11001009901,UTC_BlockGroupPly2010_2020_385,{3AD18ACE-5D77-4B7B-BC1A-00E86FF8F094},0,0
385,011000,3,110010110003,446,3.37,19.35669156,6.21,35.50600343,9.91717923,-6.23213265,17.49,17.49,4.18,23.88,1.75,10.03,3.58,20.46,11.16,63.8,2.09,11.96,0.15,0.85,1.75,10.01,3.59,20.51,0,0,0.4,2.29,4.18,23.88,1.74,9.93,3.66,20.89,1.92,10.97,0,0,9.66,55.22,9.26,52.93,0.4,2.29,0,0,5.12,29.27387078,-0.94,-5.39387078,10.02654052,11.3872686,32.04610257,5.84735401,0,8.6,4.5,7.5,21.7,4.4,0.02883355,17.9,10.17237715,76.12,20.89,11001011000,11001011000,UTC_BlockGroupPly2010_2020_446,{361135BF-F1CE-4FB9-A5C9-5C603D0D3203},0,0
386,007601,5,110010076015,286,26.86,20.29927449,14.33,10.7776775,-4.57444025,4.94715674,171.4,133.11,18.92,11.04,52.15,30.43,10.78,6.29,62.03,36.19,29.31,17.1,3.7,2.16,4.54,2.65,13.69,7.99,38.29,22.34175372,0,0,18.92,14.21,49.72,37.35,57.98,43.56,8.26,6.2,2.39,1.79,56.21,42.23,53.82,40.43,0,0,38.29,28.77,20.87,15.67876193,-1.95,-1.46876193,0.50845604,10.21324678,31.96066839,10.19137594,0,12,6.5,13.7,35.3,10.9,0.44320713,18.6,12.30427213,85.79,43.56,11001007601,11001007601,UTC_BlockGroupPly2010_2020_286,{B31EC067-DB0F-470A-890C-496904BFB6FA},0,0
387,011000,2,110010110002,445,21.66,20.5152491,34.09,31.62337662,5.82947737,-5.27865015,198.97,107.04,23.92,12.02,40.85,20.53,11.87,5.97,42.15,21.19,9.08,4.56,9.66,4.86,6.06,3.04,5.48,2.75,91.92,46.20071511,0.12,0.06,23.92,22.35,39.73,37.11,55.54,51.89,15.81,14.77,1.03,0.96,27.58,25.76,26.43,24.69,0.12,0.11,91.92,85.88,28.75,26.85911809,-4.83,-4.50911809,1.70912683,18.91446382,31.76112319,0.67088129,4.07857114,8.6,4.5,7.5,21.7,4.4,0.10515873,17.9,10.93531786,77.65,51.89,11001011000,11001011000,UTC_BlockGroupPly2010_2020_445,{3FBC31F3-2C2C-4208-BBC1-9BFC972E74AA},0,0
388,006400,1,110010064001,185,8.33,20.04331088,14.91,35.87584216,10.05050678,-5.7820245,41.56,41.56,12.33,29.67,5.17,12.43,7.97,19.18,24.05,57.87,6.89,16.58,2.26,5.43,2.53,6.08,4.41,10.6,0,0,0.01,0.03,12.33,29.67,2.83,6.81,7.27,17.49,4.44,10.67,2.28,5.49,21.96,52.84,19.67,47.32,0.01,0.03,0,0,12.51,30.10105871,-0.18,-0.43105871,6.07120195,10.6747557,32.21383825,7.10136811,0,13.4,7.8,18,38.5,14.4,0.49087799,4.2,12.00754246,70.33,17.49,11001006400,11001006400,UTC_BlockGroupPly2010_2020_185,{1932955D-BD0B-4014-A744-82525A916AE6},0,0
389,011000,4,110010110004,447,6.94,24.06380028,10.98,38.05892548,9.52372139,-4.47140381,28.85,28.85,8.94,30.99,2.49,8.63,6.9,23.93,17.37,60.23,2.3,7.97,2.95,10.24,2.19,7.58,3.03,10.51,0,0,0.05,0.16,8.94,30.99,2.4,8.34,7.63,26.45,5.22,18.11,0,0,12.28,42.57,12.23,42.41,0.05,0.16,0,0,9.69,33.58752166,-0.75,-2.59752166,15.12547746,18.10649509,32.14943598,0,0.49800101,8.6,4.5,7.5,21.7,4.4,0.06691222,17.9,10.48158271,69.01,26.45,11001011000,11001011000,UTC_BlockGroupPly2010_2020_447,{9C4017BE-358B-49EA-BAE5-DCA3D47B790B},0,0
390,007709,2,110010077092,306,8.57,22.78043594,11.18,29.71823498,8.98458267,2.04678363,37.62,37.62,11.28,29.99,6.36,16.9,6.05,16.08,19.98,53.12,6.6,17.55,1.37,3.65,2.03,5.4,3.93,10.43,0,0,0,0,11.28,29.99,6.13,16.31,9.4,24.99,3.27,8.68,0.19,0.51,16.94,45.02,16.75,44.51,0,0,0,0,11.95,31.76501861,-0.67,-1.77501861,8.07493828,8.68151514,31.5975309,1.02872184,0.06436731,12.2,7.2,14.2,36.6,11.7,0.62134089,12.5,11.77841748,70.01,24.99,11001007709,11001007709,UTC_BlockGroupPly2010_2020_306,{180BC0BB-4464-43EE-BE38-7156CE77FD81},0,0
391,007601,1,110010076011,201,5.41,19.01581722,6.35,22.3198594,4.35852373,1.05448155,28.45,28.45,5.72,20.11,3.17,11.15,6.59,23.16,19.54,68.67,5.5,19.32,1.47,5.18,1.27,4.48,4.7,16.53,0,0,0.02,0.07,5.72,20.11,2.97,10.45,5.73,20.12,2.75,9.68,0.19,0.65,17,59.76,16.8,59.05,0.02,0.07,0,0,6.65,23.37434095,-0.93,-3.26434095,6.202987,9.67662937,32.01147884,1.25854625,0,12,6.5,13.7,35.3,10.9,0.19594595,18.6,11.35964129,79.89,20.12,11001007601,11001007601,UTC_BlockGroupPly2010_2020_201,{E658F7A1-D149-43BC-9B24-5CD28E7C435D},0,0
392,007604,1,110010076041,291,13.81,33.38167754,14.84,35.8714044,5.52600733,3.03628047,41.37,41.37,13.87,33.54,6.99,16.9,6.46,15.63,20.51,49.57,5.35,12.93,2.82,6.83,1.61,3.9,4.26,10.29,0,0,0,0,13.87,33.54,6.97,16.84,11.43,27.62,4.46,10.78,0,0,16.07,38.84,16.07,38.84,0,0,0,0,16.1,38.91708968,-2.23,-5.37708968,10.79917668,10.78024552,31.3133015,0,3.2833365,11.6,6.4,12.6,34.4,10,0.48627002,11.6,11.54091618,66.46,27.62,11001007604,11001007604,UTC_BlockGroupPly2010_2020_291,{23E4A509-C286-4AE3-A618-96E96AF49DE1},0,0
393,007601,3,110010076013,284,11.69,27.72112876,11.5,27.2705715,5.76239032,6.21294759,42.17,42.17,12.48,29.6,7.43,17.63,8.53,20.23,22.26,52.77,6.23,14.78,0.54,1.29,1.74,4.13,5.21,12.35,0,0,0,0,12.48,29.6,7.2,17.07,9.5,22.53,2.3,5.45,0.22,0.51,20.19,47.87,19.98,47.36,0,0,0,0,14.12,33.48351909,-1.64,-3.88351909,8.40057238,5.45483518,31.54502306,2.87608168,0,12,6.5,13.7,35.3,10.9,0.58313107,18.6,11.62408111,70.4,22.53,11001007601,11001007601,UTC_BlockGroupPly2010_2020_284,{1C7EDC56-2EED-458B-ADB3-D739F560848F},0,0
394,007601,2,110010076012,283,10.24,25.78695543,12.35,31.10047847,8.96499622,3.65147318,39.71,39.71,12.38,31.18,7.09,17.84,6.57,16.54,20.14,50.73,6.22,15.66,0.6,1.51,1.36,3.43,5.4,13.59,0,0,0.1,0.25,12.38,31.18,6.88,17.32,8.85,22.29,1.97,4.97,0.2,0.49,18.48,46.53,18.18,45.78,0.1,0.25,0,0,13.8,34.75195165,-1.42,-3.57195165,7.06024755,4.97011,31.32674689,0.00414362,0,12,6.5,13.7,35.3,10.9,0.24830393,18.6,11.05388935,68.82,22.29,11001007601,11001007601,UTC_BlockGroupPly2010_2020_283,{54E881A5-B9B9-4270-B4EF-D293EE71BDC7},0,0
395,011000,1,110010110001,444,1.92,21.76870748,3.08,34.92063492,7.59637188,-5.55555556,8.83,8.83,2.59,29.33,0.86,9.77,1.68,19.09,5.36,60.72,0.67,7.59,1.58,17.86,0.93,10.52,0.5,5.67,0,0,0.02,0.18,2.59,29.33,0.85,9.67,3.37,38.13,2.51,28.46,0,0.01,2.87,32.54,2.85,32.35,0.02,0.18,0,0,2.59,29.33182333,0,-0.00182333,34.45818961,28.44637038,31.99240928,0,20.91136734,8.6,4.5,7.5,21.7,4.4,0.40422323,17.9,12.95841824,70.67,38.13,11001011000,11001011000,UTC_BlockGroupPly2010_2020_444,{F954284E-1484-4994-84F4-B8C2ECD980CF},0,0
396,006400,2,110010064002,186,11.8,9.14870523,19.72,15.19611621,5.37392342,-0.67348756,184.92,128.64,12.07,6.53,14.7,7.95,27.3,14.76,101.38,54.82,16.95,9.17,16.43,8.88,8.72,4.71,31.98,17.29,56.28,30.4359562,0.49,0.27,12.07,9.39,9.94,7.73,33.09,25.73,23.15,18,4.71,3.66,83.47,64.89,78.27,60.85,0.49,0.38,56.28,43.75,18.74,14.56778607,-6.67,-5.17778607,1.72806208,18.68507455,32.53725795,3.45387162,0.44834119,13.4,7.8,18,38.5,14.4,0.58333333,4.2,12.63363414,90.61,25.73,11001006400,11001006400,UTC_BlockGroupPly2010_2020_186,{42ABF82B-3436-4536-B9ED-199B06CE89E1},0,0
397,007601,4,110010076014,285,5.76,18.959842,6.65,21.88940092,6.74786043,3.81830151,30.38,30.38,7.41,24.38,4.12,13.56,6.88,22.65,18.86,62.06,5.03,16.54,1.42,4.67,1.41,4.64,4.12,13.56,0,0,0,0,7.41,24.38,4.11,13.52,6.43,21.17,2.32,7.65,0,0,16.54,54.45,16.54,54.45,0,0,0,0,7.81,25.70770244,-0.4,-1.32770244,4.47822474,7.6514823,31.70212,7.05348556,0,12,6.5,13.7,35.3,10.9,0.48542805,18.6,11.64788519,75.62,21.17,11001007601,11001007601,UTC_BlockGroupPly2010_2020_285,{5F280EE2-57BB-4516-8DB1-86B51FAA4DA5},0,0
398,007604,3,110010076043,293,58.78,62.11560816,59.71,63.09838318,2.8109479,1.82817288,94.63,94.63,58.24,61.54,10.82,11.43,7.74,8.18,25.57,27.03,8.24,8.7,1.11,1.17,2.37,2.51,6.12,6.47,0,0,0,0,58.24,61.54,10.74,11.35,14.22,15.03,3.49,3.68,0.07,0.08,22.17,23.42,22.09,23.35,0,0,0,0,61.44,64.92655606,-3.2,-3.38655606,3.5449721,3.68451541,30.3802839,1.80427861,7.69989498,11.6,6.4,12.6,34.4,10,0.44508009,11.6,10.54982716,38.46,15.03,11001007604,11001007604,UTC_BlockGroupPly2010_2020_293,{AE886254-7521-4DF2-884E-53325EC16972},0,0
399,007401,1,110010074011,218,66.15,25.64450475,69.08,26.64095642,4.61905994,3.62260827,314.28,258.84,62.25,19.81,73.55,23.4,16.95,5.39,115.12,36.63,48.15,15.32,8.69,2.76,7.65,2.43,33.68,10.72,55.44,17.6418094,7.91,2.52,62.25,24.05,73.25,28.3,90.11,34.81,16.86,6.51,0.09,0.03,106.48,41.14,100.8,38.94,5.59,2.16,55.44,21.42,78.31,30.2542111,-16.06,-6.2042111,0.79975958,9.75219126,32.11014377,27.8903667,5.69009115,15.3,6.8,23.4,43.6,18.7,0.89680233,8.7,14.24848216,75.95,34.81,11001007401,11001007401,UTC_BlockGroupPly2010_2020_218,{3258C0F4-E093-41D6-9F6B-1F7A6D3A8BD3},0,0
400,009902,2,110010099022,359,20.11,28.76555571,22.46,32.12702045,4.06706231,0.70559757,69.9,69.9,21.21,30.34,14.71,21.04,11.85,16.95,33.99,48.62,9.14,13.08,1.1,1.58,2.1,3.01,9.79,14,0,0,0,0,21.21,30.34,13.67,19.55,16.89,24.16,3.23,4.61,1.02,1.46,31.81,45.5,30.78,44.03,0,0,0,0,22.95,32.83261803,-1.74,-2.49261803,10.8236699,4.61440135,30.73096585,2.35326507,1.74304999,11.6,7.1,12.3,33.2,10.5,0.16071429,23.5,11.16303665,69.66,24.16,11001009902,11001009902,UTC_BlockGroupPly2010_2020_359,{B71E28C9-99C1-4E64-9947-9381DA282C11},0,0
401,007604,2,110010076042,292,111.33,55.07024139,116.55,57.65235457,4.44002326,1.85791008,202.16,202.16,107.17,53.01,29.65,14.66,19.91,9.85,63.33,31.33,19.11,9.45,4.45,2.2,4.29,2.12,15.57,7.7,0,0,2.02,1,107.17,53.01,29.09,14.39,37.87,18.73,8.78,4.34,0.52,0.26,57.13,28.26,54.59,27,2.02,1,0,0,120.3,59.50732093,-13.13,-6.49732093,4.21363549,4.3407377,30.31940409,2.83945493,13.06141958,11.6,6.4,12.6,34.4,10,0.05009634,11.6,10.60771684,46.99,18.73,11001007604,11001007604,UTC_BlockGroupPly2010_2020_292,{571F26F0-F693-4496-A680-42652080CDCF},0,0
